ITERATION,Estimate Pi
1084,2.64706
1085,2.64706
1086,2.64706
1087,2.64706
1088,2.64706
1089,2.67647
1090,2.67647
1091,2.70588
1092,2.70588
1093,2.70588
1094,2.70588
1095,2.70588
1096,2.70588
1097,2.70588
1098,2.70588
1099,2.70588
1100,2.70588
1101,2.70588
1102,2.70588
1103,2.70588
1104,2.70588
1105,2.70588
1106,2.70588
1107,2.70588
1108,2.70588
1109,2.70588
1110,2.70588
1111,2.70588
1112,2.70588
1113,2.70588
1114,2.70588
1115,2.70588
1116,2.70588
1117,2.62857
1118,2.62857
1119,2.62857
1120,2.62857
1121,2.65714
1122,2.65714
1123,2.65714
1124,2.65714
1125,2.65714
1126,2.65714
1127,2.65714
1128,2.65714
1129,2.58333
1130,2.61111
1131,2.61111
1132,2.61111
1133,2.61111
1134,2.63889
1135,2.63889
1136,2.63889
1137,2.63889
1138,2.63889
1139,2.56757
1140,2.56757
1141,2.56757
1142,2.56757
1143,2.56757
1144,2.59459
1145,2.59459
1146,2.59459
1147,2.59459
1148,2.59459
1149,2.59459
1150,2.59459
1151,2.59459
1152,2.59459
1153,2.59459
1154,2.59459
1155,2.59459
1156,2.59459
1157,2.59459
1158,2.59459
1159,2.59459
1160,2.59459
1161,2.59459
1162,2.59459
1163,2.59459
1164,2.59459
1165,2.59459
1166,2.59459
1167,2.62162
1168,2.62162
1169,2.62162
1170,2.62162
1171,2.62162
1172,2.62162
1173,2.62162
1174,2.62162
1175,2.62162
1176,2.62162
1177,2.62162
1178,2.62162
1179,2.64865
1180,2.64865
1181,2.64865
1182,2.57895
1183,2.57895
1184,2.57895
1185,2.57895
1186,2.57895
1187,2.57895
1188,2.57895
1189,2.57895
1190,2.57895
1191,2.57895
1192,2.57895
1193,2.57895
1194,2.57895
1195,2.57895
1196,2.57895
1197,2.57895
1198,2.57895
1199,2.57895
1200,2.60526
1201,2.60526
1202,2.60526
1203,2.53846
1204,2.5641
1205,2.5641
1206,2.5641
1207,2.5641
1208,2.5641
1209,2.5641
1210,2.5641
1211,2.5641
1212,2.5641
1213,2.5641
1214,2.5641
1215,2.5641
1216,2.5641
1217,2.5641
1218,2.5
1219,2.5
1220,2.5
1221,2.5
1222,2.525
1223,2.525
1224,2.525
1225,2.525
1226,2.525
1227,2.46341
1228,2.46341
1229,2.46341
1230,2.46341
1231,2.46341
1232,2.4878
1233,2.5122
1234,2.5122
1235,2.53659
1236,2.53659
1237,2.53659
1238,2.53659
1239,2.56098
1240,2.56098
1241,2.56098
1242,2.56098
1243,2.56098
1244,2.58537
1245,2.58537
1246,2.58537
1247,2.58537
1248,2.58537
1249,2.58537
1250,2.58537
1251,2.58537
1252,2.58537
1253,2.58537
1254,2.58537
1255,2.60976
1256,2.60976
1257,2.60976
1258,2.60976
1259,2.54762
1260,2.57143
1261,2.57143
1262,2.59524
1263,2.59524
1264,2.59524
1265,2.59524
1266,2.59524
1267,2.59524
1268,2.59524
1269,2.59524
1270,2.59524
1271,2.59524
1272,2.59524
1273,2.59524
1274,2.59524
1275,2.59524
1276,2.59524
1277,2.59524
1278,2.59524
1279,2.59524
1280,2.59524
1281,2.59524
1282,2.59524
1283,2.59524
1284,2.59524
1285,2.59524
1286,2.59524
1287,2.59524
1288,2.59524
1289,2.59524
1290,2.59524
1291,2.59524
1292,2.59524
1293,2.59524
1294,2.59524
1295,2.59524
1296,2.59524
1297,2.59524
1298,2.61905
1299,2.61905
1300,2.64286
1301,2.64286
1302,2.66667
1303,2.66667
1304,2.66667
1305,2.66667
1306,2.66667
1307,2.66667
1308,2.66667
1309,2.66667
1310,2.66667
1311,2.66667
1312,2.66667
1313,2.66667
1314,2.69048
1315,2.69048
1316,2.69048
1317,2.69048
1318,2.69048
1319,2.69048
1320,2.69048
1321,2.69048
1322,2.69048
1323,2.71429
1324,2.71429
1325,2.71429
1326,2.71429
1327,2.71429
1328,2.71429
1329,2.71429
1330,2.71429
1331,2.71429
1332,2.71429
1333,2.71429
1334,2.71429
1335,2.71429
1336,2.71429
1337,2.71429
1338,2.71429
1339,2.71429
1340,2.71429
1341,2.71429
1342,2.71429
1343,2.71429
1344,2.71429
1345,2.71429
1346,2.71429
1347,2.7381
1348,2.7381
1349,2.7381
1350,2.7381
1351,2.7381
1352,2.7381
1353,2.7381
1354,2.7381
1355,2.7381
1356,2.7381
1357,2.7619
1358,2.7619
1359,2.7619
1360,2.7619
1361,2.7619
1362,2.78571
1363,2.80952
1364,2.80952
1365,2.83333
1366,2.83333
1367,2.83333
1368,2.83333
1369,2.85714
1370,2.85714
1371,2.7907
1372,2.7907
1373,2.7907
1374,2.81395
1375,2.81395
1376,2.81395
1377,2.81395
1378,2.81395
1379,2.81395
1380,2.81395
1381,2.81395
1382,2.81395
1383,2.83721
1384,2.83721
1385,2.83721
1386,2.83721
1387,2.83721
1388,2.83721
1389,2.83721
1390,2.83721
1391,2.86047
1392,2.86047
1393,2.86047
1394,2.86047
1395,2.86047
1396,2.86047
1397,2.86047
1398,2.86047
1399,2.86047
1400,2.86047
1401,2.86047
1402,2.86047
1403,2.86047
1404,2.86047
1405,2.86047
1406,2.86047
1407,2.86047
1408,2.86047
1409,2.86047
1410,2.86047
1411,2.86047
1412,2.88372
1413,2.88372
1414,2.88372
1415,2.88372
1416,2.88372
1417,2.88372
1418,2.88372
1419,2.88372
1420,2.88372
1421,2.88372
1422,2.88372
1423,2.88372
1424,2.88372
1425,2.88372
1426,2.88372
1427,2.88372
1428,2.88372
1429,2.88372
1430,2.81818
1431,2.81818
1432,2.75556
1433,2.75556
1434,2.75556
1435,2.75556
1436,2.75556
1437,2.75556
1438,2.75556
1439,2.75556
1440,2.75556
1441,2.69565
1442,2.69565
1443,2.69565
1444,2.69565
1445,2.69565
1446,2.69565
1447,2.69565
1448,2.69565
1449,2.69565
1450,2.71739
1451,2.73913
1452,2.73913
1453,2.73913
1454,2.68085
1455,2.68085
1456,2.68085
1457,2.68085
1458,2.68085
1459,2.68085
1460,2.68085
1461,2.68085
1462,2.68085
1463,2.68085
1464,2.68085
1465,2.68085
1466,2.68085
1467,2.68085
1468,2.68085
1469,2.70213
1470,2.70213
1471,2.70213
1472,2.70213
1473,2.70213
1474,2.70213
1475,2.70213
1476,2.64583
1477,2.64583
1478,2.64583
1479,2.59184
1480,2.59184
1481,2.59184
1482,2.54
1483,2.54
1484,2.54
1485,2.54
1486,2.54
1487,2.54
1488,2.54
1489,2.54
1490,2.54
1491,2.54
1492,2.54
1493,2.54
1494,2.54
1495,2.54
1496,2.54
1497,2.54
1498,2.54
1499,2.54
1500,2.54
1501,2.54
1502,2.54
1503,2.54
1504,2.54
1505,2.54
1506,2.54
1507,2.56
1508,2.56
1509,2.56
1510,2.56
1511,2.56
1512,2.56
1513,2.56
1514,2.56
1515,2.56
1516,2.56
1517,2.56
1518,2.56
1519,2.56
1520,2.56
1521,2.56
1522,2.56
1523,2.56
1524,2.58
1525,2.58
1526,2.58
1527,2.58
1528,2.58
1529,2.58
1530,2.58
1531,2.6
1532,2.6
1533,2.6
1534,2.6
1535,2.6
1536,2.6
1537,2.6
1538,2.6
1539,2.6
1540,2.6
1541,2.6
1542,2.6
1543,2.62
1544,2.62
1545,2.62
1546,2.62
1547,2.62
1548,2.62
1549,2.62
1550,2.62
1551,2.62
1552,2.56863
1553,2.56863
1554,2.56863
1555,2.56863
1556,2.56863
1557,2.56863
1558,2.56863
1559,2.56863
1560,2.56863
1561,2.56863
1562,2.56863
1563,2.56863
1564,2.56863
1565,2.56863
1566,2.56863
1567,2.56863
1568,2.56863
1569,2.56863
1570,2.56863
1571,2.56863
1572,2.56863
1573,2.58824
1574,2.58824
1575,2.58824
1576,2.58824
1577,2.60784
1578,2.60784
1579,2.60784
1580,2.60784
1581,2.60784
1582,2.60784
1583,2.60784
1584,2.60784
1585,2.60784
1586,2.60784
1587,2.60784
1588,2.60784
1589,2.60784
1590,2.60784
1591,2.60784
1592,2.60784
1593,2.60784
1594,2.60784
1595,2.60784
1596,2.60784
1597,2.60784
1598,2.60784
1599,2.60784
1600,2.62745
1601,2.62745
1602,2.62745
1603,2.62745
1604,2.62745
1605,2.62745
1606,2.62745
1607,2.62745
1608,2.62745
1609,2.62745
1610,2.62745
1611,2.57692
1612,2.57692
1613,2.57692
1614,2.57692
1615,2.57692
1616,2.59615
1617,2.59615
1618,2.59615
1619,2.61538
1620,2.61538
1621,2.61538
1622,2.61538
1623,2.61538
1624,2.61538
1625,2.61538
1626,2.61538
1627,2.61538
1628,2.61538
1629,2.61538
1630,2.61538
1631,2.63462
1632,2.63462
1633,2.63462
1634,2.63462
1635,2.63462
1636,2.63462
1637,2.63462
1638,2.63462
1639,2.63462
1640,2.63462
1641,2.63462
1642,2.63462
1643,2.63462
1644,2.63462
1645,2.63462
1646,2.63462
1647,2.65385
1648,2.65385
1649,2.65385
1650,2.65385
1651,2.65385
1652,2.65385
1653,2.65385
1654,2.65385
1655,2.65385
1656,2.65385
1657,2.65385
1658,2.65385
1659,2.65385
1660,2.65385
1661,2.65385
1662,2.65385
1663,2.65385
1664,2.65385
1665,2.65385
1666,2.65385
1667,2.65385
1668,2.65385
1669,2.65385
1670,2.65385
1671,2.65385
1672,2.65385
1673,2.60377
1674,2.60377
1675,2.60377
1676,2.60377
1677,2.60377
1678,2.60377
1679,2.55556
1680,2.55556
1681,2.55556
1682,2.55556
1683,2.55556
1684,2.55556
1685,2.55556
1686,2.55556
1687,2.55556
1688,2.55556
1689,2.55556
1690,2.55556
1691,2.55556
1692,2.55556
1693,2.55556
1694,2.57407
1695,2.57407
1696,2.57407
1697,2.57407
1698,2.59259
1699,2.59259
1700,2.59259
1701,2.59259
1702,2.59259
1703,2.59259
1704,2.61111
1705,2.61111
1706,2.56364
1707,2.56364
1708,2.56364
1709,2.56364
1710,2.56364
1711,2.56364
1712,2.56364
1713,2.56364
1714,2.56364
1715,2.56364
1716,2.56364
1717,2.56364
1718,2.58182
1719,2.58182
1720,2.58182
1721,2.58182
1722,2.58182
1723,2.58182
1724,2.58182
1725,2.58182
1726,2.58182
1727,2.58182
1728,2.58182
1729,2.58182
1730,2.53571
1731,2.53571
1732,2.55357
1733,2.55357
1734,2.55357
1735,2.57143
1736,2.58929
1737,2.58929
1738,2.58929
1739,2.58929
1740,2.58929
1741,2.58929
1742,2.58929
1743,2.58929
1744,2.58929
1745,2.58929
1746,2.58929
1747,2.58929
1748,2.58929
1749,2.58929
1750,2.60714
1751,2.60714
1752,2.60714
1753,2.625
1754,2.625
1755,2.625
1756,2.625
1757,2.625
1758,2.625
1759,2.625
1760,2.625
1761,2.625
1762,2.625
1763,2.625
1764,2.625
1765,2.625
1766,2.625
1767,2.64286
1768,2.64286
1769,2.64286
1770,2.64286
1771,2.64286
1772,2.64286
1773,2.64286
1774,2.64286
1775,2.64286
1776,2.64286
1777,2.64286
1778,2.64286
1779,2.59649
1780,2.59649
1781,2.59649
1782,2.59649
1783,2.59649
1784,2.59649
1785,2.59649
1786,2.59649
1787,2.59649
1788,2.59649
1789,2.59649
1790,2.59649
1791,2.59649
1792,2.59649
1793,2.59649
1794,2.59649
1795,2.59649
1796,2.59649
1797,2.59649
1798,2.55172
1799,2.55172
1800,2.55172
1801,2.55172
1802,2.55172
1803,2.56897
1804,2.56897
1805,2.56897
1806,2.56897
1807,2.56897
1808,2.56897
1809,2.56897
1810,2.52542
1811,2.52542
1812,2.52542
1813,2.52542
1814,2.52542
1815,2.52542
1816,2.52542
1817,2.52542
1818,2.52542
1819,2.52542
1820,2.52542
1821,2.54237
1822,2.54237
1823,2.54237
1824,2.54237
1825,2.54237
1826,2.54237
1827,2.54237
1828,2.54237
1829,2.54237
1830,2.54237
1831,2.54237
1832,2.54237
1833,2.54237
1834,2.54237
1835,2.54237
1836,2.54237
1837,2.54237
1838,2.54237
1839,2.54237
1840,2.5
1841,2.5
1842,2.45902
1843,2.45902
1844,2.45902
1845,2.45902
1846,2.41935
1847,2.41935
1848,2.41935
1849,2.41935
1850,2.41935
1851,2.41935
1852,2.41935
1853,2.43548
1854,2.43548
1855,2.43548
1856,2.45161
1857,2.45161
1858,2.45161
1859,2.45161
1860,2.45161
1861,2.45161
1862,2.45161
1863,2.45161
1864,2.45161
1865,2.45161
1866,2.45161
1867,2.45161
1868,2.45161
1869,2.45161
1870,2.45161
1871,2.45161
1872,2.45161
1873,2.45161
1874,2.45161
1875,2.45161
1876,2.46774
1877,2.46774
1878,2.48387
1879,2.48387
1880,2.48387
1881,2.48387
1882,2.48387
1883,2.48387
1884,2.48387
1885,2.48387
1886,2.5
1887,2.5
1888,2.5
1889,2.5
1890,2.5
1891,2.51613
1892,2.51613
1893,2.51613
1894,2.53226
1895,2.49206
1896,2.49206
1897,2.49206
1898,2.49206
1899,2.49206
1900,2.50794
1901,2.50794
1902,2.50794
1903,2.52381
1904,2.52381
1905,2.52381
1906,2.52381
1907,2.52381
1908,2.52381
1909,2.52381
1910,2.52381
1911,2.53968
1912,2.53968
1913,2.53968
1914,2.53968
1915,2.53968
1916,2.53968
1917,2.55556
1918,2.55556
1919,2.55556
1920,2.55556
1921,2.55556
1922,2.55556
1923,2.55556
1924,2.55556
1925,2.55556
1926,2.57143
1927,2.57143
1928,2.57143
1929,2.57143
1930,2.57143
1931,2.5873
1932,2.5873
1933,2.60317
1934,2.60317
1935,2.60317
1936,2.60317
1937,2.60317
1938,2.60317
1939,2.60317
1940,2.60317
1941,2.60317
1942,2.5625
1943,2.5625
1944,2.5625
1945,2.5625
1946,2.5625
1947,2.5625
1948,2.5625
1949,2.5625
1950,2.5625
1951,2.5625
1952,2.5625
1953,2.5625
1954,2.57812
1955,2.57812
1956,2.57812
1957,2.57812
1958,2.57812
1959,2.57812
1960,2.57812
1961,2.57812
1962,2.57812
1963,2.57812
1964,2.57812
1965,2.57812
1966,2.59375
1967,2.59375
1968,2.59375
1969,2.59375
1970,2.59375
