ITERATION,Estimate Pi
23143,2.76462
23144,2.76462
23145,2.76462
23146,2.76462
23147,2.76462
23148,2.76462
23149,2.76462
23150,2.76608
23151,2.76608
23152,2.76608
23153,2.76608
23154,2.76608
23155,2.76608
23156,2.76608
23157,2.76608
23158,2.76608
23159,2.76608
23160,2.76608
23161,2.76608
23162,2.76608
23163,2.76754
23164,2.76754
23165,2.76754
23166,2.76754
23167,2.76754
23168,2.76754
23169,2.76754
23170,2.76754
23171,2.76754
23172,2.76754
23173,2.76754
23174,2.76901
23175,2.76901
23176,2.76901
23177,2.76901
23178,2.76901
23179,2.76901
23180,2.76901
23181,2.76901
23182,2.76901
23183,2.77047
23184,2.77047
23185,2.77047
23186,2.77047
23187,2.77047
23188,2.77047
23189,2.76642
23190,2.76642
23191,2.76239
23192,2.76239
23193,2.76239
23194,2.76239
23195,2.76239
23196,2.76239
23197,2.76239
23198,2.76239
23199,2.76239
23200,2.76239
23201,2.76239
23202,2.76239
23203,2.76239
23204,2.76239
23205,2.76239
23206,2.75837
23207,2.75837
23208,2.75837
23209,2.75837
23210,2.75837
23211,2.75983
23212,2.75983
23213,2.76128
23214,2.76274
23215,2.76274
23216,2.76419
23217,2.76419
23218,2.76565
23219,2.7671
23220,2.7671
23221,2.7671
23222,2.7671
23223,2.7671
23224,2.7671
23225,2.7671
23226,2.7671
23227,2.7671
23228,2.7671
23229,2.7671
23230,2.7671
23231,2.7671
23232,2.7671
23233,2.7671
23234,2.7671
23235,2.7671
23236,2.7671
23237,2.76856
23238,2.76453
23239,2.76453
23240,2.76453
23241,2.76453
23242,2.76453
23243,2.76453
23244,2.76453
23245,2.76453
23246,2.76453
23247,2.76453
23248,2.76453
23249,2.76453
23250,2.76599
23251,2.76599
23252,2.76599
23253,2.76599
23254,2.76599
23255,2.76599
23256,2.76599
23257,2.76599
23258,2.76599
23259,2.76599
23260,2.76599
23261,2.76599
23262,2.76599
23263,2.76744
23264,2.76744
23265,2.76744
23266,2.76744
23267,2.76744
23268,2.76744
23269,2.76744
23270,2.76744
23271,2.76744
23272,2.76744
23273,2.76744
23274,2.76744
23275,2.76744
23276,2.76744
23277,2.76744
23278,2.76744
23279,2.7689
23280,2.7689
23281,2.7689
23282,2.7689
23283,2.7689
23284,2.77035
23285,2.77035
23286,2.77035
23287,2.77035
23288,2.77035
23289,2.7718
23290,2.7718
23291,2.7718
23292,2.7718
23293,2.7718
23294,2.7718
23295,2.7718
23296,2.7718
23297,2.7718
23298,2.7718
23299,2.7718
23300,2.7718
23301,2.7718
23302,2.7718
23303,2.7718
23304,2.7718
23305,2.7718
23306,2.7718
23307,2.7718
23308,2.7718
23309,2.7718
23310,2.7718
23311,2.7718
23312,2.7718
23313,2.7718
23314,2.7718
23315,2.7718
23316,2.7718
23317,2.77326
23318,2.77326
23319,2.77326
23320,2.77326
23321,2.77326
23322,2.77326
23323,2.77326
23324,2.77326
23325,2.77326
23326,2.77326
23327,2.77326
23328,2.77326
23329,2.77326
23330,2.77326
23331,2.77326
23332,2.77326
23333,2.77326
23334,2.77326
23335,2.77326
23336,2.77326
23337,2.77326
23338,2.77326
23339,2.77326
23340,2.77326
23341,2.76923
23342,2.76923
23343,2.76923
23344,2.76923
23345,2.76923
23346,2.76923
23347,2.76923
23348,2.76923
23349,2.76923
23350,2.76923
23351,2.76522
23352,2.76522
23353,2.76522
23354,2.76522
23355,2.76522
23356,2.76522
23357,2.76522
23358,2.76522
23359,2.76522
23360,2.76522
23361,2.76522
23362,2.76522
23363,2.76522
23364,2.76522
23365,2.76522
23366,2.76122
23367,2.76122
23368,2.76122
23369,2.76122
23370,2.76122
23371,2.76122
23372,2.76122
23373,2.76122
23374,2.76122
23375,2.76266
23376,2.76266
23377,2.76266
23378,2.76266
23379,2.76411
23380,2.76556
23381,2.76556
23382,2.767
23383,2.767
23384,2.767
23385,2.767
23386,2.767
23387,2.767
23388,2.76845
23389,2.76845
23390,2.76845
23391,2.76845
23392,2.76845
23393,2.76845
23394,2.76845
23395,2.76845
23396,2.76845
23397,2.76845
23398,2.76845
23399,2.76845
23400,2.76845
23401,2.76845
23402,2.76845
23403,2.76845
23404,2.76845
23405,2.76445
23406,2.7659
23407,2.7659
23408,2.76734
23409,2.76734
23410,2.76734
23411,2.76734
23412,2.76734
23413,2.76734
23414,2.76734
23415,2.76734
23416,2.76879
23417,2.76879
23418,2.77023
23419,2.77023
23420,2.77023
23421,2.77023
23422,2.77023
23423,2.77023
23424,2.77023
23425,2.77023
23426,2.77023
23427,2.77168
23428,2.77168
23429,2.77168
23430,2.77168
23431,2.77168
23432,2.77168
23433,2.77168
23434,2.77168
23435,2.77168
23436,2.76768
23437,2.76912
23438,2.76912
23439,2.76912
23440,2.76912
23441,2.76912
23442,2.76912
23443,2.76912
23444,2.76912
23445,2.76513
23446,2.76513
23447,2.76513
23448,2.76513
23449,2.76513
23450,2.76657
23451,2.76657
23452,2.76657
23453,2.76657
23454,2.76657
23455,2.76657
23456,2.76657
23457,2.76657
23458,2.76657
23459,2.76801
23460,2.76801
23461,2.76945
23462,2.76945
23463,2.76945
23464,2.76945
23465,2.76945
23466,2.76547
23467,2.76547
23468,2.76547
23469,2.76547
23470,2.76149
23471,2.76149
23472,2.76149
23473,2.76149
23474,2.76149
23475,2.76149
23476,2.76149
23477,2.76149
23478,2.76149
23479,2.76149
23480,2.76149
23481,2.76149
23482,2.76293
23483,2.76293
23484,2.76437
23485,2.76437
23486,2.76437
23487,2.76437
23488,2.76437
23489,2.76437
23490,2.76437
23491,2.76437
23492,2.76437
23493,2.76437
23494,2.76437
23495,2.76437
23496,2.76437
23497,2.76437
23498,2.76437
23499,2.76437
23500,2.76437
23501,2.76437
23502,2.7604
23503,2.7604
23504,2.7604
23505,2.7604
23506,2.7604
23507,2.75645
23508,2.75645
23509,2.75645
23510,2.75645
23511,2.75645
23512,2.75645
23513,2.75645
23514,2.75645
23515,2.75645
23516,2.75645
23517,2.75645
23518,2.75645
23519,2.75788
23520,2.75788
23521,2.75788
23522,2.75788
23523,2.75788
23524,2.75788
23525,2.75788
23526,2.75788
23527,2.75788
23528,2.75788
23529,2.75788
23530,2.75788
23531,2.75788
23532,2.75788
23533,2.75788
23534,2.75788
23535,2.75788
23536,2.75788
23537,2.75788
23538,2.75788
23539,2.75788
23540,2.75788
23541,2.75788
23542,2.75931
23543,2.75931
23544,2.75931
23545,2.75931
23546,2.75931
23547,2.75931
23548,2.75931
23549,2.75931
23550,2.75931
23551,2.75931
23552,2.75931
23553,2.75536
23554,2.75536
23555,2.75536
23556,2.75536
23557,2.75536
23558,2.75536
23559,2.75536
23560,2.75536
23561,2.75536
23562,2.75536
23563,2.75536
23564,2.75536
23565,2.75536
23566,2.75536
23567,2.75536
23568,2.75536
23569,2.75536
23570,2.75536
23571,2.75536
23572,2.75536
23573,2.75536
23574,2.75536
23575,2.75536
23576,2.7568
23577,2.75823
23578,2.75823
23579,2.75429
23580,2.75429
23581,2.75429
23582,2.75429
23583,2.75429
23584,2.75429
23585,2.75429
23586,2.75429
23587,2.75429
23588,2.75571
23589,2.75571
23590,2.75571
23591,2.75571
23592,2.75714
23593,2.75321
23594,2.75321
23595,2.75321
23596,2.75321
23597,2.75321
23598,2.75464
23599,2.75464
23600,2.75464
23601,2.75464
23602,2.75464
23603,2.75464
23604,2.75464
23605,2.75464
23606,2.75464
23607,2.75464
23608,2.75464
23609,2.75464
23610,2.75464
23611,2.75606
23612,2.75606
23613,2.75606
23614,2.75606
23615,2.75606
23616,2.75606
23617,2.75606
23618,2.75606
23619,2.75606
23620,2.75606
23621,2.75606
23622,2.75749
23623,2.75749
23624,2.75749
23625,2.75749
23626,2.75749
23627,2.75356
23628,2.75356
23629,2.75356
23630,2.75356
23631,2.75356
23632,2.75356
23633,2.75356
23634,2.75356
23635,2.75356
23636,2.75356
23637,2.75499
23638,2.75499
23639,2.75499
23640,2.75499
23641,2.75499
23642,2.75499
23643,2.75499
23644,2.75499
23645,2.75499
23646,2.75499
23647,2.75499
23648,2.75499
23649,2.75499
23650,2.75499
23651,2.75499
23652,2.75499
23653,2.75499
23654,2.75499
23655,2.75499
23656,2.75499
23657,2.75499
23658,2.75499
23659,2.75499
23660,2.75499
23661,2.75499
23662,2.75641
23663,2.75641
23664,2.75641
23665,2.75641
23666,2.75641
23667,2.75641
23668,2.75641
23669,2.75641
23670,2.75641
23671,2.75641
23672,2.75641
23673,2.75641
23674,2.75641
23675,2.75641
23676,2.75641
23677,2.75641
23678,2.75783
23679,2.75783
23680,2.75783
23681,2.75783
23682,2.75783
23683,2.75783
23684,2.75783
23685,2.75783
23686,2.75783
23687,2.75783
23688,2.75783
23689,2.75783
23690,2.75783
23691,2.75783
23692,2.75783
23693,2.75783
23694,2.75783
23695,2.75926
23696,2.75926
23697,2.75926
23698,2.75926
23699,2.75926
23700,2.75926
23701,2.75926
23702,2.75926
23703,2.75926
23704,2.75926
23705,2.76068
23706,2.76068
23707,2.76211
23708,2.76353
23709,2.76496
23710,2.76496
23711,2.76496
23712,2.76638
23713,2.76638
23714,2.76638
23715,2.76638
23716,2.76638
23717,2.76638
23718,2.76638
23719,2.76638
23720,2.76638
23721,2.76638
23722,2.76638
23723,2.76638
23724,2.76638
23725,2.76781
23726,2.76923
23727,2.77066
23728,2.77208
23729,2.77208
23730,2.77208
23731,2.77208
23732,2.77208
23733,2.77208
23734,2.77208
23735,2.77208
23736,2.77208
23737,2.77208
23738,2.77208
23739,2.77208
23740,2.77208
23741,2.77208
23742,2.77208
23743,2.77208
23744,2.7735
23745,2.7735
23746,2.7735
23747,2.77493
23748,2.77493
23749,2.77493
23750,2.77493
23751,2.77493
23752,2.77635
23753,2.77635
23754,2.77778
23755,2.77778
23756,2.77383
23757,2.77383
23758,2.77383
23759,2.77383
23760,2.77383
23761,2.77525
23762,2.77525
23763,2.77525
23764,2.77131
23765,2.77131
23766,2.77131
23767,2.77131
23768,2.77131
23769,2.77131
23770,2.77131
23771,2.77131
23772,2.77131
23773,2.77131
23774,2.77131
23775,2.77131
23776,2.77131
23777,2.77131
23778,2.77131
23779,2.77131
23780,2.76738
23781,2.76738
23782,2.76738
23783,2.76738
23784,2.76879
23785,2.76879
23786,2.76879
23787,2.76879
23788,2.76879
23789,2.76879
23790,2.76879
23791,2.76879
23792,2.76487
23793,2.76487
23794,2.76487
23795,2.76487
23796,2.76487
23797,2.76487
23798,2.76487
23799,2.76487
23800,2.76487
23801,2.76487
23802,2.76487
23803,2.76487
23804,2.76487
23805,2.76487
23806,2.76487
23807,2.76487
23808,2.76487
23809,2.76487
23810,2.76487
23811,2.76487
23812,2.76487
23813,2.76487
23814,2.76487
23815,2.76487
23816,2.76487
23817,2.76487
23818,2.76096
23819,2.76096
23820,2.76096
23821,2.75706
23822,2.75847
23823,2.75847
23824,2.75847
23825,2.75847
23826,2.75847
23827,2.75847
23828,2.75989
23829,2.75989
23830,2.75989
23831,2.75989
23832,2.75989
23833,2.75989
23834,2.75989
23835,2.75989
23836,2.75989
23837,2.75989
23838,2.75989
23839,2.75989
23840,2.75989
23841,2.75989
23842,2.75989
23843,2.75989
23844,2.75989
23845,2.75989
23846,2.7613
23847,2.7613
23848,2.7613
23849,2.7613
23850,2.7613
23851,2.7613
23852,2.7613
23853,2.7613
23854,2.7613
23855,2.7613
23856,2.7613
23857,2.7613
23858,2.7613
23859,2.7613
23860,2.7613
23861,2.7613
23862,2.7613
23863,2.7613
23864,2.76271
23865,2.76271
23866,2.76412
23867,2.76412
23868,2.76412
23869,2.76412
23870,2.76412
23871,2.76412
23872,2.76554
23873,2.76554
23874,2.76554
23875,2.76554
23876,2.76554
23877,2.76695
23878,2.76695
23879,2.76695
23880,2.76695
23881,2.76695
23882,2.76695
23883,2.76695
23884,2.76695
23885,2.76695
23886,2.76695
23887,2.76695
23888,2.76695
23889,2.76695
23890,2.76695
23891,2.76695
23892,2.76695
23893,2.76695
23894,2.76695
23895,2.76695
23896,2.76836
23897,2.76836
23898,2.76836
23899,2.76836
23900,2.76836
23901,2.76836
23902,2.76836
23903,2.76836
23904,2.76836
23905,2.76836
23906,2.76977
23907,2.77119
23908,2.77119
23909,2.77119
23910,2.7726
23911,2.7726
23912,2.7726
23913,2.7726
23914,2.7726
23915,2.7726
23916,2.7726
23917,2.76869
23918,2.76869
23919,2.76869
23920,2.76869
23921,2.76869
23922,2.76869
23923,2.7701
23924,2.7701
23925,2.7701
23926,2.7701
23927,2.7701
23928,2.77151
23929,2.77151
23930,2.77151
23931,2.77151
23932,2.77292
23933,2.77292
23934,2.77292
23935,2.77292
23936,2.77292
23937,2.77292
23938,2.77292
23939,2.77292
23940,2.77292
23941,2.77292
23942,2.76901
23943,2.76901
23944,2.76901
23945,2.76901
23946,2.76901
23947,2.76901
23948,2.76901
23949,2.76901
23950,2.76901
23951,2.76901
23952,2.76901
23953,2.76901
23954,2.76901
23955,2.76901
23956,2.77042
23957,2.77042
23958,2.77042
23959,2.77042
23960,2.77183
23961,2.77183
23962,2.77183
23963,2.77183
23964,2.77183
23965,2.77183
23966,2.77324
23967,2.77324
23968,2.77465
23969,2.77465
23970,2.77465
23971,2.77465
23972,2.77465
23973,2.77606
23974,2.77606
23975,2.77606
23976,2.77606
23977,2.77606
23978,2.77606
23979,2.77606
23980,2.77746
23981,2.77746
23982,2.77746
23983,2.77746
23984,2.77746
23985,2.77746
23986,2.77746
23987,2.77746
23988,2.77746
23989,2.77746
23990,2.77746
23991,2.77746
23992,2.77746
23993,2.77746
23994,2.77746
23995,2.77746
23996,2.77746
23997,2.77746
23998,2.77746
23999,2.77746
24000,2.77746
24001,2.77746
24002,2.77746
24003,2.77746
24004,2.77746
24005,2.77746
24006,2.77746
24007,2.77746
24008,2.77746
24009,2.77746
24010,2.77746
24011,2.77746
24012,2.77746
24013,2.77746
24014,2.77746
24015,2.77746
24016,2.77746
24017,2.77746
24018,2.77746
24019,2.77746
24020,2.77746
24021,2.77746
24022,2.77746
24023,2.77746
24024,2.77746
24025,2.77746
24026,2.77746
24027,2.77746
24028,2.77356
24029,2.77356
24030,2.77356
24031,2.77356
24032,2.77356
24033,2.77356
24034,2.77496
24035,2.77496
24036,2.77496
24037,2.77496
24038,2.77496
24039,2.77496
24040,2.77496
24041,2.77496
24042,2.77496
24043,2.77637
24044,2.77637
24045,2.77637
24046,2.77637
24047,2.77637
24048,2.77637
24049,2.77637
24050,2.77637
24051,2.77637
24052,2.77637
24053,2.77637
24054,2.77637
24055,2.77637
24056,2.77637
24057,2.77637
24058,2.77637
24059,2.77637
24060,2.77637
24061,2.77637
24062,2.77637
24063,2.77637
24064,2.77637
24065,2.77637
24066,2.77637
24067,2.77637
24068,2.77637
24069,2.77637
24070,2.77637
24071,2.77637
24072,2.77637
24073,2.77637
24074,2.77637
24075,2.77637
24076,2.77637
24077,2.77637
24078,2.77637
24079,2.77778
24080,2.77778
24081,2.77778
24082,2.77918
24083,2.77918
24084,2.77918
24085,2.77918
24086,2.77918
24087,2.77918
24088,2.77918
24089,2.77918
24090,2.77918
24091,2.77918
24092,2.77918
24093,2.77918
24094,2.77918
24095,2.77918
24096,2.77918
24097,2.77918
24098,2.77918
24099,2.77918
24100,2.77918
24101,2.77918
24102,2.77918
24103,2.77918
24104,2.77918
24105,2.77528
24106,2.77528
24107,2.77528
24108,2.77528
24109,2.77528
24110,2.77528
24111,2.77528
24112,2.77528
24113,2.77528
24114,2.77528
24115,2.77528
24116,2.77528
24117,2.77528
24118,2.77528
24119,2.77528
24120,2.77528
24121,2.77528
24122,2.77139
24123,2.77139
24124,2.77139
24125,2.77139
24126,2.77139
24127,2.77139
24128,2.77139
24129,2.77139
24130,2.77139
24131,2.77139
24132,2.77139
24133,2.77139
24134,2.77279
24135,2.77279
24136,2.77419
24137,2.77419
24138,2.77419
24139,2.7756
24140,2.7756
24141,2.7756
24142,2.7756
24143,2.777
24144,2.777
24145,2.777
24146,2.777
24147,2.777
24148,2.777
24149,2.777
24150,2.777
24151,2.777
24152,2.777
24153,2.777
24154,2.777
24155,2.777
24156,2.777
24157,2.777
24158,2.777
24159,2.777
24160,2.777
24161,2.777
24162,2.777
24163,2.777
24164,2.777
24165,2.777
24166,2.777
24167,2.777
24168,2.7784
24169,2.7784
24170,2.7784
24171,2.7784
24172,2.7784
24173,2.7784
24174,2.7784
24175,2.7784
24176,2.7784
24177,2.77451
24178,2.77451
24179,2.77451
24180,2.77451
24181,2.77451
24182,2.77451
24183,2.77451
24184,2.77451
24185,2.77451
24186,2.77451
24187,2.77451
24188,2.77451
24189,2.77451
24190,2.77451
24191,2.77451
24192,2.77451
24193,2.77063
24194,2.77063
24195,2.77063
24196,2.77063
24197,2.77063
24198,2.76676
24199,2.76676
24200,2.76676
24201,2.76676
24202,2.76816
24203,2.76816
24204,2.76816
24205,2.7643
24206,2.7643
24207,2.7643
24208,2.7643
24209,2.7643
24210,2.7643
24211,2.7643
24212,2.7643
24213,2.7643
24214,2.7643
24215,2.7643
24216,2.7643
24217,2.7643
24218,2.7643
24219,2.7643
24220,2.7643
24221,2.7643
24222,2.7643
24223,2.7643
24224,2.7643
24225,2.7643
24226,2.7643
24227,2.7643
24228,2.7643
24229,2.76045
24230,2.76045
24231,2.76045
24232,2.75661
24233,2.75661
24234,2.758
24235,2.758
24236,2.758
24237,2.758
24238,2.758
24239,2.75417
24240,2.75417
24241,2.75417
24242,2.75417
24243,2.75417
24244,2.75417
24245,2.75417
24246,2.75417
24247,2.75417
24248,2.75417
24249,2.75556
24250,2.75556
24251,2.75556
24252,2.75556
24253,2.75556
24254,2.75556
24255,2.75556
24256,2.75556
24257,2.75556
24258,2.75556
24259,2.75556
24260,2.75556
24261,2.75556
24262,2.75556
24263,2.75556
24264,2.75556
24265,2.75556
24266,2.75556
24267,2.75556
24268,2.75556
24269,2.75556
24270,2.75694
24271,2.75694
24272,2.75694
24273,2.75694
24274,2.75694
24275,2.75694
24276,2.75694
24277,2.75694
24278,2.75694
24279,2.75694
24280,2.75833
24281,2.75833
24282,2.75833
24283,2.75833
24284,2.75833
24285,2.75833
24286,2.75833
24287,2.75972
24288,2.75972
24289,2.76111
24290,2.76111
24291,2.76111
24292,2.76111
24293,2.76111
24294,2.76111
24295,2.7625
24296,2.7625
24297,2.7625
24298,2.7625
24299,2.7625
24300,2.7625
24301,2.7625
24302,2.7625
24303,2.7625
24304,2.7625
24305,2.76389
24306,2.76389
24307,2.76389
24308,2.76389
24309,2.76389
24310,2.76389
24311,2.76389
24312,2.76389
24313,2.76389
24314,2.76389
24315,2.76389
24316,2.76389
24317,2.76389
24318,2.76389
24319,2.76389
24320,2.76389
24321,2.76389
24322,2.76389
24323,2.76006
24324,2.75623
24325,2.75623
24326,2.75623
24327,2.75623
24328,2.75623
24329,2.75623
24330,2.75623
24331,2.75623
24332,2.75623
24333,2.75623
24334,2.75623
24335,2.75623
24336,2.75623
24337,2.75623
24338,2.75623
24339,2.75623
24340,2.75623
24341,2.75623
24342,2.75623
24343,2.75623
24344,2.75623
24345,2.75623
24346,2.75623
24347,2.75623
24348,2.75623
24349,2.75623
24350,2.75623
24351,2.75623
24352,2.75623
24353,2.75623
24354,2.75623
24355,2.75623
24356,2.75623
24357,2.75623
24358,2.75623
24359,2.75623
24360,2.75623
24361,2.75623
24362,2.75623
24363,2.75623
24364,2.75623
24365,2.75623
24366,2.75623
24367,2.75623
24368,2.75762
24369,2.7538
24370,2.7538
24371,2.7538
24372,2.7538
24373,2.7538
24374,2.7538
24375,2.7538
24376,2.75519
24377,2.75519
24378,2.75519
24379,2.75519
24380,2.75519
24381,2.75519
24382,2.75519
24383,2.75519
24384,2.75519
24385,2.75519
24386,2.75519
24387,2.75519
24388,2.75519
24389,2.75519
24390,2.75519
24391,2.75519
24392,2.75519
24393,2.75519
24394,2.75519
24395,2.75657
24396,2.75657
24397,2.75795
24398,2.75934
24399,2.75934
24400,2.75934
24401,2.75934
24402,2.75934
24403,2.75934
24404,2.75934
24405,2.75934
24406,2.75934
24407,2.75934
24408,2.75934
24409,2.75934
24410,2.75934
24411,2.75934
24412,2.76072
24413,2.76072
24414,2.76072
24415,2.76072
24416,2.76072
24417,2.76072
24418,2.7621
24419,2.76349
24420,2.75967
24421,2.76105
24422,2.76105
24423,2.76105
24424,2.76105
24425,2.76105
24426,2.76105
24427,2.76105
24428,2.76243
24429,2.76381
24430,2.76381
24431,2.76381
24432,2.76381
24433,2.76
24434,2.76138
24435,2.76138
24436,2.76138
24437,2.76138
24438,2.76138
24439,2.76138
24440,2.76138
24441,2.76138
24442,2.76138
24443,2.76138
24444,2.76138
24445,2.76138
24446,2.76138
24447,2.76276
24448,2.76276
24449,2.76276
24450,2.76276
24451,2.76276
24452,2.76276
24453,2.76276
24454,2.76276
24455,2.76276
24456,2.76276
24457,2.76276
24458,2.76276
24459,2.76276
24460,2.76276
24461,2.76276
24462,2.76276
24463,2.76276
24464,2.75895
24465,2.75895
24466,2.75895
24467,2.75895
24468,2.75895
24469,2.75895
24470,2.75895
24471,2.75895
24472,2.75895
24473,2.75895
24474,2.75895
24475,2.75895
24476,2.75895
24477,2.75895
24478,2.75895
24479,2.75895
24480,2.75895
24481,2.75895
24482,2.75516
24483,2.75516
24484,2.75516
24485,2.75516
24486,2.75516
24487,2.75516
24488,2.75516
24489,2.75516
24490,2.75653
24491,2.75653
24492,2.75653
24493,2.75653
24494,2.75653
24495,2.75653
24496,2.75653
24497,2.75653
24498,2.75653
24499,2.75653
24500,2.75653
24501,2.75791
24502,2.75791
24503,2.75791
24504,2.75791
24505,2.75791
24506,2.75791
24507,2.75791
24508,2.75791
24509,2.75791
24510,2.75791
24511,2.75791
24512,2.75791
24513,2.75791
24514,2.75791
24515,2.75791
24516,2.75791
24517,2.75791
24518,2.75791
24519,2.75791
24520,2.75791
24521,2.75791
24522,2.75791
24523,2.75791
24524,2.75791
24525,2.75791
24526,2.75928
24527,2.75928
24528,2.75928
24529,2.75928
24530,2.75928
24531,2.76066
24532,2.76066
24533,2.76066
24534,2.76066
24535,2.76066
24536,2.76066
24537,2.76066
24538,2.76066
24539,2.76066
24540,2.76066
24541,2.76066
24542,2.76066
24543,2.76066
24544,2.76066
24545,2.76066
24546,2.76066
24547,2.76066
24548,2.76066
24549,2.76066
24550,2.76066
24551,2.76066
24552,2.76066
24553,2.76204
24554,2.76204
24555,2.76204
24556,2.76204
24557,2.76204
24558,2.76204
24559,2.76204
24560,2.76204
24561,2.76204
24562,2.76204
24563,2.76204
24564,2.76341
24565,2.76341
24566,2.76341
24567,2.76341
24568,2.76341
24569,2.76341
24570,2.76341
24571,2.76341
24572,2.76479
24573,2.76479
24574,2.76479
24575,2.76616
24576,2.76616
24577,2.76616
24578,2.76754
24579,2.76754
24580,2.76754
24581,2.76754
24582,2.76754
24583,2.76754
24584,2.76754
24585,2.76754
24586,2.76754
24587,2.76891
24588,2.76891
24589,2.76891
24590,2.76891
24591,2.76891
24592,2.76891
24593,2.76891
24594,2.76891
24595,2.77029
24596,2.77029
24597,2.77029
24598,2.77029
24599,2.77029
24600,2.77166
24601,2.77166
24602,2.77166
24603,2.77166
24604,2.77166
24605,2.77166
24606,2.77166
24607,2.77304
24608,2.77304
24609,2.77304
24610,2.77304
24611,2.77304
24612,2.77304
24613,2.76923
24614,2.76923
24615,2.76923
24616,2.76923
24617,2.76923
24618,2.76923
24619,2.76923
24620,2.76923
24621,2.76923
24622,2.76923
24623,2.76923
24624,2.76923
24625,2.76923
24626,2.76923
24627,2.76923
24628,2.76923
24629,2.7706
24630,2.7706
24631,2.7706
24632,2.7706
24633,2.7706
24634,2.7706
24635,2.7706
24636,2.7706
24637,2.7706
24638,2.77198
24639,2.77198
24640,2.77198
24641,2.77198
24642,2.77335
24643,2.77335
24644,2.77335
24645,2.77335
24646,2.77335
24647,2.77335
24648,2.77335
24649,2.77335
24650,2.77335
24651,2.77335
24652,2.77335
24653,2.77335
24654,2.77335
24655,2.77335
24656,2.77335
24657,2.77335
24658,2.76955
24659,2.76955
24660,2.76575
24661,2.76575
24662,2.76712
24663,2.76712
24664,2.76712
24665,2.76712
24666,2.76849
24667,2.76849
24668,2.76849
24669,2.76849
24670,2.76849
24671,2.76849
24672,2.76849
24673,2.76849
24674,2.76849
24675,2.76986
24676,2.76986
24677,2.76986
24678,2.76986
24679,2.76986
24680,2.76986
24681,2.76986
24682,2.76986
24683,2.76986
24684,2.76986
24685,2.76986
24686,2.76986
24687,2.76986
24688,2.76986
24689,2.76986
24690,2.76607
24691,2.76744
24692,2.76744
24693,2.76744
24694,2.76744
24695,2.76744
24696,2.76744
24697,2.76744
24698,2.76744
24699,2.76744
24700,2.76744
24701,2.76744
24702,2.76744
24703,2.76744
24704,2.76881
24705,2.76881
24706,2.76881
24707,2.76881
24708,2.76881
24709,2.76881
24710,2.76881
24711,2.76881
24712,2.76881
24713,2.76881
24714,2.76881
24715,2.76881
24716,2.76881
24717,2.76881
24718,2.76881
24719,2.77018
24720,2.77018
24721,2.77018
24722,2.77018
24723,2.77018
24724,2.77018
24725,2.77018
24726,2.77018
24727,2.77018
24728,2.77018
24729,2.77018
24730,2.77018
24731,2.77018
24732,2.77018
24733,2.77018
24734,2.77018
24735,2.77018
24736,2.77018
24737,2.77018
24738,2.77018
24739,2.77018
24740,2.77018
24741,2.77018
24742,2.77018
24743,2.77018
24744,2.77018
24745,2.77018
24746,2.77018
24747,2.77155
24748,2.77155
24749,2.77155
24750,2.77155
24751,2.77155
24752,2.77155
24753,2.77155
24754,2.77155
24755,2.77291
24756,2.76913
24757,2.76913
24758,2.76913
24759,2.76913
24760,2.76913
24761,2.76913
24762,2.76913
24763,2.76913
24764,2.76913
24765,2.76913
24766,2.76913
24767,2.76913
24768,2.76913
24769,2.76535
24770,2.76535
24771,2.76535
24772,2.76535
24773,2.76535
24774,2.76535
24775,2.76671
24776,2.76671
24777,2.76671
24778,2.76671
24779,2.76671
24780,2.76671
24781,2.76671
24782,2.76671
24783,2.76671
24784,2.76671
24785,2.76671
24786,2.76294
24787,2.76294
24788,2.76294
24789,2.76294
24790,2.76294
24791,2.76294
24792,2.76294
24793,2.76294
24794,2.76294
24795,2.76294
24796,2.76294
24797,2.76294
24798,2.76431
24799,2.76431
24800,2.76431
24801,2.76431
24802,2.76431
24803,2.76431
24804,2.76431
24805,2.76431
24806,2.76054
24807,2.76054
24808,2.76054
24809,2.76054
24810,2.76054
24811,2.76054
24812,2.76054
24813,2.76054
24814,2.76054
24815,2.76054
24816,2.76054
24817,2.76054
24818,2.76054
24819,2.76054
24820,2.76054
24821,2.76054
24822,2.76054
24823,2.76054
24824,2.76054
24825,2.76054
24826,2.76054
24827,2.76054
24828,2.76054
24829,2.76054
24830,2.7619
24831,2.7619
24832,2.7619
24833,2.7619
24834,2.75815
24835,2.75815
24836,2.75815
24837,2.75815
24838,2.75815
24839,2.75815
24840,2.75951
24841,2.75951
24842,2.75577
24843,2.75203
24844,2.75203
24845,2.75203
24846,2.75203
24847,2.75203
24848,2.75203
24849,2.75203
24850,2.75203
24851,2.75203
24852,2.75203
24853,2.75203
24854,2.75203
24855,2.75203
24856,2.75203
24857,2.75339
24858,2.75339
24859,2.75339
24860,2.75339
24861,2.75339
24862,2.75339
24863,2.75339
24864,2.75339
24865,2.75339
24866,2.75339
24867,2.75339
24868,2.75474
24869,2.7561
24870,2.7561
24871,2.7561
24872,2.7561
24873,2.7561
24874,2.7561
24875,2.7561
24876,2.7561
24877,2.7561
24878,2.7561
24879,2.7561
24880,2.7561
24881,2.7561
24882,2.7561
24883,2.7561
24884,2.7561
24885,2.7561
24886,2.7561
24887,2.7561
24888,2.7561
24889,2.7561
24890,2.7561
24891,2.75237
24892,2.75237
24893,2.75237
24894,2.75237
