ITERATION,Estimate Pi
1107,3.32258
1108,3.32258
1109,3.32258
1110,3.32258
1111,3.32258
1112,3.32258
1113,3.32258
1114,3.32258
1115,3.35484
1116,3.35484
1117,3.35484
1118,3.35484
1119,3.3871
1120,3.3871
1121,3.3871
1122,3.3871
1123,3.3871
1124,3.3871
1125,3.3871
1126,3.3871
1127,3.3871
1128,3.3871
1129,3.3871
1130,3.3871
1131,3.3871
1132,3.3871
1133,3.3871
1134,3.3871
1135,3.3871
1136,3.3871
1137,3.3871
1138,3.3871
1139,3.3871
1140,3.3871
1141,3.3871
1142,3.3871
1143,3.3871
1144,3.3871
1145,3.3871
1146,3.3871
1147,3.3871
1148,3.41935
1149,3.41935
1150,3.41935
1151,3.41935
1152,3.41935
1153,3.41935
1154,3.41935
1155,3.41935
1156,3.41935
1157,3.41935
1158,3.41935
1159,3.41935
1160,3.41935
1161,3.41935
1162,3.41935
1163,3.41935
1164,3.45161
1165,3.45161
1166,3.45161
1167,3.45161
1168,3.45161
1169,3.45161
1170,3.45161
1171,3.45161
1172,3.45161
1173,3.45161
1174,3.45161
1175,3.45161
1176,3.48387
1177,3.48387
1178,3.48387
1179,3.48387
1180,3.48387
1181,3.48387
1182,3.48387
1183,3.48387
1184,3.48387
1185,3.48387
1186,3.48387
1187,3.51613
1188,3.51613
1189,3.51613
1190,3.51613
1191,3.51613
1192,3.54839
1193,3.54839
1194,3.54839
1195,3.54839
1196,3.54839
1197,3.54839
1198,3.54839
1199,3.54839
1200,3.54839
1201,3.54839
1202,3.54839
1203,3.54839
1204,3.54839
1205,3.58065
1206,3.58065
1207,3.58065
1208,3.58065
1209,3.6129
1210,3.6129
1211,3.6129
1212,3.6129
1213,3.6129
1214,3.6129
1215,3.6129
1216,3.6129
1217,3.6129
1218,3.6129
1219,3.6129
1220,3.6129
1221,3.6129
1222,3.6129
1223,3.6129
1224,3.6129
1225,3.6129
1226,3.6129
1227,3.64516
1228,3.64516
1229,3.64516
1230,3.67742
1231,3.67742
1232,3.67742
1233,3.5625
1234,3.5625
1235,3.5625
1236,3.5625
1237,3.5625
1238,3.5625
1239,3.5625
1240,3.59375
1241,3.625
1242,3.625
1243,3.625
1244,3.625
1245,3.625
1246,3.625
1247,3.625
1248,3.625
1249,3.625
1250,3.625
1251,3.625
1252,3.625
1253,3.625
1254,3.625
1255,3.625
1256,3.65625
1257,3.65625
1258,3.65625
1259,3.65625
1260,3.6875
1261,3.6875
1262,3.71875
1263,3.71875
1264,3.71875
1265,3.71875
1266,3.71875
1267,3.71875
1268,3.71875
1269,3.75
1270,3.75
1271,3.75
1272,3.75
1273,3.75
1274,3.75
1275,3.78125
1276,3.78125
1277,3.78125
1278,3.78125
1279,3.8125
1280,3.8125
1281,3.8125
1282,3.8125
1283,3.8125
1284,3.8125
1285,3.8125
1286,3.8125
1287,3.8125
1288,3.8125
1289,3.8125
1290,3.8125
1291,3.8125
1292,3.8125
1293,3.8125
1294,3.84375
1295,3.875
1296,3.875
1297,3.875
1298,3.875
1299,3.875
1300,3.875
1301,3.875
1302,3.875
1303,3.875
1304,3.875
1305,3.875
1306,3.875
1307,3.875
1308,3.875
1309,3.875
1310,3.875
1311,3.875
1312,3.875
1313,3.875
1314,3.90625
1315,3.90625
1316,3.90625
1317,3.90625
1318,3.90625
1319,3.90625
1320,3.90625
1321,3.90625
1322,3.90625
1323,3.90625
1324,3.90625
1325,3.90625
1326,3.9375
1327,3.9375
1328,3.9375
1329,3.9375
1330,3.9375
1331,3.9375
1332,3.9375
1333,3.9375
1334,3.9375
1335,3.9375
1336,3.9375
1337,3.9375
1338,3.9375
1339,3.9375
1340,3.96875
1341,3.84848
1342,3.84848
1343,3.84848
1344,3.84848
1345,3.84848
1346,3.84848
1347,3.84848
1348,3.84848
1349,3.84848
1350,3.84848
1351,3.84848
1352,3.84848
1353,3.84848
1354,3.84848
1355,3.84848
1356,3.84848
1357,3.84848
1358,3.84848
1359,3.84848
1360,3.84848
1361,3.84848
1362,3.87879
1363,3.87879
1364,3.87879
1365,3.87879
1366,3.87879
1367,3.87879
1368,3.90909
1369,3.90909
1370,3.90909
1371,3.90909
1372,3.90909
1373,3.90909
1374,3.90909
1375,3.90909
1376,3.90909
1377,3.90909
1378,3.90909
1379,3.90909
1380,3.90909
1381,3.90909
1382,3.93939
1383,3.93939
1384,3.93939
1385,3.93939
1386,3.93939
1387,3.9697
1388,3.9697
1389,3.9697
1390,4
1391,4
1392,4
1393,4
1394,4
1395,4
1396,4
1397,4
1398,4
1399,4
1400,4
1401,4
1402,4
1403,3.88235
1404,3.88235
1405,3.88235
1406,3.88235
1407,3.91176
1408,3.91176
1409,3.91176
1410,3.91176
1411,3.91176
1412,3.91176
1413,3.91176
1414,3.91176
1415,3.91176
1416,3.91176
1417,3.91176
1418,3.91176
1419,3.91176
1420,3.91176
1421,3.91176
1422,3.91176
1423,3.91176
1424,3.8
1425,3.8
1426,3.8
1427,3.8
1428,3.8
1429,3.8
1430,3.8
1431,3.8
1432,3.8
1433,3.8
1434,3.8
1435,3.82857
1436,3.82857
1437,3.82857
1438,3.82857
1439,3.82857
1440,3.82857
1441,3.82857
1442,3.82857
1443,3.82857
1444,3.82857
1445,3.82857
1446,3.85714
1447,3.85714
1448,3.85714
1449,3.85714
1450,3.85714
1451,3.85714
1452,3.85714
1453,3.85714
1454,3.85714
1455,3.85714
1456,3.85714
1457,3.85714
1458,3.85714
1459,3.85714
1460,3.85714
1461,3.85714
1462,3.88571
1463,3.88571
1464,3.88571
1465,3.88571
1466,3.88571
1467,3.88571
1468,3.88571
1469,3.88571
1470,3.88571
1471,3.77778
1472,3.77778
1473,3.77778
1474,3.77778
1475,3.77778
1476,3.77778
1477,3.77778
1478,3.77778
1479,3.77778
1480,3.77778
1481,3.77778
1482,3.77778
1483,3.77778
1484,3.77778
1485,3.67568
1486,3.67568
1487,3.67568
1488,3.67568
1489,3.67568
1490,3.67568
1491,3.67568
1492,3.67568
1493,3.67568
1494,3.67568
1495,3.67568
1496,3.67568
1497,3.67568
1498,3.67568
1499,3.7027
1500,3.7027
1501,3.7027
1502,3.7027
1503,3.7027
1504,3.7027
1505,3.7027
1506,3.7027
1507,3.7027
1508,3.7027
1509,3.7027
1510,3.7027
1511,3.7027
1512,3.7027
1513,3.7027
1514,3.60526
1515,3.60526
1516,3.60526
1517,3.63158
1518,3.63158
1519,3.65789
1520,3.65789
1521,3.65789
1522,3.65789
1523,3.65789
1524,3.65789
1525,3.65789
1526,3.65789
1527,3.65789
1528,3.65789
1529,3.65789
1530,3.65789
1531,3.65789
1532,3.65789
1533,3.65789
1534,3.65789
1535,3.65789
1536,3.68421
1537,3.68421
1538,3.68421
1539,3.68421
1540,3.68421
1541,3.71053
1542,3.71053
1543,3.71053
1544,3.71053
1545,3.71053
1546,3.71053
1547,3.71053
1548,3.71053
1549,3.71053
1550,3.71053
1551,3.71053
1552,3.71053
1553,3.71053
1554,3.71053
1555,3.71053
1556,3.71053
1557,3.71053
1558,3.71053
1559,3.71053
1560,3.71053
1561,3.71053
1562,3.71053
1563,3.71053
1564,3.71053
1565,3.61538
1566,3.61538
1567,3.61538
1568,3.64103
1569,3.64103
1570,3.64103
1571,3.64103
1572,3.64103
1573,3.64103
1574,3.64103
1575,3.64103
1576,3.64103
1577,3.66667
1578,3.66667
1579,3.66667
1580,3.66667
1581,3.66667
1582,3.66667
1583,3.66667
1584,3.66667
1585,3.66667
1586,3.66667
1587,3.66667
1588,3.69231
1589,3.69231
1590,3.71795
1591,3.71795
1592,3.71795
1593,3.71795
1594,3.71795
1595,3.71795
1596,3.71795
1597,3.71795
1598,3.74359
1599,3.74359
1600,3.74359
1601,3.74359
1602,3.74359
1603,3.74359
1604,3.74359
1605,3.74359
1606,3.74359
1607,3.76923
1608,3.76923
1609,3.76923
1610,3.76923
1611,3.76923
1612,3.76923
1613,3.76923
1614,3.76923
1615,3.76923
1616,3.76923
1617,3.76923
1618,3.76923
1619,3.76923
1620,3.76923
1621,3.76923
1622,3.76923
1623,3.76923
1624,3.76923
1625,3.76923
1626,3.76923
1627,3.76923
1628,3.76923
1629,3.76923
1630,3.76923
1631,3.76923
1632,3.79487
1633,3.79487
1634,3.79487
1635,3.79487
1636,3.79487
1637,3.79487
1638,3.79487
1639,3.79487
1640,3.79487
1641,3.79487
1642,3.79487
1643,3.79487
1644,3.79487
1645,3.79487
1646,3.79487
1647,3.82051
1648,3.82051
1649,3.84615
1650,3.84615
1651,3.84615
1652,3.84615
1653,3.84615
1654,3.84615
1655,3.84615
1656,3.84615
1657,3.84615
1658,3.84615
1659,3.84615
1660,3.87179
1661,3.89744
1662,3.89744
1663,3.89744
1664,3.89744
1665,3.89744
1666,3.89744
1667,3.89744
1668,3.89744
1669,3.89744
1670,3.92308
1671,3.92308
1672,3.94872
1673,3.94872
1674,3.94872
1675,3.94872
1676,3.94872
1677,3.94872
1678,3.94872
1679,3.94872
1680,3.94872
1681,3.94872
1682,3.97436
1683,3.97436
1684,3.97436
1685,3.97436
1686,3.97436
1687,4
1688,4
1689,4
1690,4
1691,4
1692,4
1693,4
1694,4
1695,3.9
1696,3.925
1697,3.925
1698,3.95
1699,3.95
1700,3.95
1701,3.95
1702,3.95
1703,3.95
1704,3.95
1705,3.95
1706,3.95
1707,3.95
1708,3.95
1709,3.95
1710,3.95
1711,3.95
1712,3.95
1713,3.95
1714,3.85366
1715,3.85366
1716,3.85366
1717,3.85366
1718,3.85366
1719,3.87805
1720,3.87805
1721,3.87805
1722,3.87805
1723,3.87805
1724,3.87805
1725,3.87805
1726,3.90244
1727,3.90244
1728,3.90244
1729,3.90244
1730,3.90244
1731,3.90244
1732,3.90244
1733,3.90244
1734,3.90244
1735,3.90244
1736,3.90244
1737,3.92683
1738,3.92683
1739,3.92683
1740,3.92683
1741,3.92683
1742,3.92683
1743,3.92683
1744,3.92683
1745,3.92683
1746,3.92683
1747,3.92683
1748,3.92683
1749,3.92683
1750,3.92683
1751,3.92683
1752,3.83333
1753,3.83333
1754,3.83333
1755,3.83333
1756,3.83333
1757,3.83333
1758,3.83333
1759,3.83333
1760,3.83333
1761,3.83333
1762,3.83333
1763,3.83333
1764,3.83333
1765,3.83333
1766,3.83333
1767,3.83333
1768,3.83333
1769,3.83333
1770,3.83333
1771,3.83333
1772,3.83333
1773,3.85714
1774,3.85714
1775,3.85714
1776,3.88095
1777,3.88095
1778,3.90476
1779,3.90476
1780,3.90476
1781,3.90476
1782,3.90476
1783,3.90476
1784,3.90476
1785,3.90476
1786,3.90476
1787,3.90476
1788,3.81395
1789,3.81395
1790,3.81395
1791,3.81395
1792,3.81395
1793,3.83721
1794,3.83721
1795,3.86047
1796,3.86047
1797,3.86047
1798,3.86047
1799,3.86047
1800,3.86047
1801,3.86047
1802,3.86047
1803,3.86047
1804,3.86047
1805,3.86047
1806,3.86047
1807,3.86047
1808,3.88372
1809,3.88372
1810,3.88372
1811,3.88372
1812,3.88372
1813,3.88372
1814,3.88372
1815,3.88372
1816,3.88372
1817,3.88372
1818,3.88372
1819,3.88372
1820,3.88372
1821,3.88372
1822,3.88372
1823,3.88372
1824,3.88372
1825,3.88372
1826,3.88372
1827,3.88372
1828,3.88372
1829,3.88372
1830,3.88372
1831,3.88372
1832,3.88372
1833,3.88372
1834,3.88372
1835,3.88372
1836,3.88372
1837,3.88372
1838,3.88372
1839,3.88372
1840,3.88372
1841,3.88372
1842,3.88372
1843,3.88372
1844,3.88372
1845,3.88372
1846,3.88372
1847,3.88372
1848,3.88372
1849,3.88372
1850,3.88372
1851,3.88372
1852,3.88372
1853,3.90698
1854,3.90698
1855,3.90698
1856,3.90698
1857,3.90698
1858,3.90698
1859,3.90698
1860,3.90698
1861,3.90698
1862,3.90698
1863,3.90698
1864,3.90698
1865,3.90698
1866,3.90698
1867,3.90698
1868,3.90698
1869,3.90698
1870,3.90698
1871,3.90698
1872,3.90698
1873,3.90698
1874,3.93023
1875,3.93023
1876,3.93023
1877,3.93023
1878,3.93023
1879,3.84091
1880,3.84091
1881,3.84091
1882,3.84091
1883,3.84091
1884,3.84091
1885,3.84091
1886,3.84091
1887,3.84091
1888,3.84091
1889,3.84091
1890,3.84091
1891,3.84091
1892,3.84091
1893,3.84091
1894,3.84091
1895,3.84091
1896,3.86364
1897,3.86364
1898,3.86364
1899,3.86364
1900,3.77778
1901,3.77778
1902,3.77778
1903,3.77778
1904,3.77778
1905,3.77778
1906,3.77778
1907,3.77778
1908,3.77778
1909,3.77778
1910,3.77778
1911,3.77778
1912,3.77778
1913,3.77778
1914,3.77778
1915,3.77778
1916,3.77778
1917,3.77778
1918,3.77778
1919,3.77778
1920,3.77778
1921,3.77778
1922,3.77778
1923,3.77778
1924,3.77778
1925,3.77778
1926,3.77778
1927,3.77778
1928,3.77778
1929,3.77778
1930,3.77778
1931,3.77778
1932,3.77778
1933,3.77778
1934,3.77778
1935,3.77778
1936,3.77778
1937,3.77778
1938,3.77778
1939,3.77778
1940,3.77778
1941,3.77778
1942,3.77778
1943,3.77778
1944,3.77778
1945,3.77778
1946,3.77778
1947,3.77778
1948,3.77778
1949,3.77778
1950,3.77778
1951,3.77778
1952,3.77778
1953,3.77778
1954,3.77778
1955,3.69565
1956,3.71739
1957,3.71739
1958,3.71739
1959,3.71739
1960,3.71739
1961,3.71739
1962,3.71739
1963,3.71739
1964,3.71739
1965,3.71739
1966,3.71739
1967,3.71739
1968,3.71739
1969,3.71739
1970,3.71739
1971,3.71739
1972,3.71739
1973,3.71739
1974,3.71739
1975,3.71739
1976,3.71739
1977,3.71739
1978,3.71739
1979,3.71739
1980,3.71739
1981,3.71739
1982,3.71739
1983,3.71739
1984,3.6383
1985,3.6383
1986,3.6383
1987,3.6383
1988,3.6383
1989,3.6383
1990,3.6383
1991,3.6383
1992,3.6383
1993,3.65957
1994,3.65957
1995,3.65957
1996,3.65957
1997,3.65957
